fullid,mode,stidstrt,stidsch,stidstd,SchName,Fname,Testdate,ST001Q01_15,ST002Q01_15,ST003Q01_15,ST003Q02_15,ST003Q03_15,ST004Q01_15,ST126Q01_15,ST127Q01_15,ST127Q02_15,ST127Q03_15,ST014Q01_15,ST014Q02_15,ST005Q01_15,ST006Q01_15,ST006Q02_15,ST006Q03_15,ST006Q04_15,ST015Q01_15,ST015Q02_15,ST007Q01_15,ST008Q01_15,ST008Q02_15,ST008Q03_15,ST008Q04_15,ST019Q01_15,ST019Q02_15,ST019Q03_15,ST021Q01_15,ST022Q01_15,LANGHOME,ST011Q01_15,ST011Q02_15,ST011Q03_15,ST011Q04_15,ST011Q05_15,ST011Q06_15,ST011Q07_15,ST011Q08_15,ST011Q09_15,ST011Q010_15,ST011Q011_15,ST011Q012_15,ST011Q013_15,ST011Q014_15,ST011Q015_15,ST011Q016_15,ST012Q01_15,ST012Q02_15,ST012Q03_15,ST012Q04_15,ST012Q05_15,ST012Q06_15,ST012Q07_15,ST012Q08_15,ST013Q01_15,ST88Q01_12,ST88Q02_12,ST88Q03_12,ST88Q04_12,ST86Q01_12,ST86Q02_12,ST86Q03_12,ST86Q04_12,ST86Q05_12,ST55Q01_12,ST55Q02_12,ST55Q03_12,ST55Q04_12,ST41Q01_9,ST41Q02_9,ST41Q03_9,ST41Q04_9,ST41Q05_9,ST41Q06_9,ST42Q01_9,ST42Q02_9,ST42Q03_9,ST42Q04_9,ST42Q05_9,ST25Q01_9,ST25Q02_9,ST25Q03_9,ST25Q04_9,ST25Q05_9,ST81Q01_12,ST81Q02_12,ST81Q03_12,ST81Q04_12,ST81Q05_12,ST29Q01_12,ST29Q02_12,ST29Q03_12,ST29Q04_12,ST29Q05_12,ST29Q06_12,ST29Q07_12,ST29Q08_12,ST37Q01_12,ST37Q02_12,ST37Q03_12,ST37Q04_12,ST37Q05_12,ST37Q06_12,ST37Q07_12,ST37Q08_12,ST36Q01_09,ST36Q02_09,ST36Q03_09,ST36Q04_09,ST36Q05_09,ST063Q01_15,ST063Q02_15,ST063Q03_15,ST063Q04_15,ST063Q05_15,ST063Q06_15,ST065Q01_15,ST129Q01_15,ST129Q02_15,ST129Q03_15,ST129Q04_15,ST129Q05_15,ST129Q06_15,ST129Q07_15,ST129Q08_15,ST097Q01_15,ST097Q02_15,ST097Q03_15,ST097Q04_15,ST097Q05_15,ST113Q01_15,ST113Q02_15,ST113Q03_15,ST113Q04_15,ST114Q01_15,ST103Q01_15,ST103Q02_15,ST103Q03_15,ST103Q04_15,ST107Q01_15,ST107Q02_15,ST107Q03_15,ST131Q01_15,ST131Q02_15,ST131Q03_15,ST131Q04_15,ST131Q05_15,ST131Q06_15,ST27Q01_6,ST27Q02_6,ST27Q03_6,ST27Q04_6,LANG,OCIN1,OCIN2,OCOD1,OCOD2,Age,nationality,BFMJ1,BMMJ1,DISCLIM,DISCLIMA,DISCLIMS,ESCS,FAMSTRUC,FISCED,HISCED,HISEI,HOMEPOS,IMMIG,INSTMOT,INSTSCIE,MATHEFF,SCIEEFF,METASUM,MISCED,PARED,SCIEEFF_1,STUDREL,UNDREM,WEALTH,pv1math,pv2math,pv3math,pv4math,pv5math,pv1read,pv2read,pv3read,pv4read,pv5read,pv1scie,pv2scie,pv3scie,pv4scie,pv5scie,bookid,W_STU,rwgt1,rwgt2,rwgt3,rwgt4,rwgt5,rwgt6,rwgt7,rwgt8,rwgt9,rwgt10,rwgt11,rwgt12,rwgt13,rwgt14,rwgt15,rwgt16,rwgt17,rwgt18,rwgt19,rwgt20,rwgt21,rwgt22,rwgt23,rwgt24,rwgt25,rwgt26,rwgt27,rwgt28,rwgt29,rwgt30,rwgt31,rwgt32,rwgt33,rwgt34,rwgt35,rwgt36,rwgt37,rwgt38,rwgt39,rwgt40,rwgt41,rwgt42,rwgt43,rwgt44,rwgt45,rwgt46,rwgt47,rwgt48,rwgt49,rwgt50,rwgt51,rwgt52,rwgt53,rwgt54,rwgt55,rwgt56,rwgt57,rwgt58,rwgt59,rwgt60,rwgt61,rwgt62,rwgt63,rwgt64,rwgt65,rwgt66,rwgt67,rwgt68,rwgt69,rwgt70,rwgt71,rwgt72,rwgt73,rwgt74,rwgt75,rwgt76,rwgt77,rwgt78,rwgt79,rwgt80
NA,PAPER,NA,MX-QUI-0036,15028,NA,NA,6/5/2018,1,1,6,4,2004,1,7,1,1,NA,AMA DE CASA,"SE ASEGURA QUE LA CASA ESTE BIEN, ETC.",1,99,99,99,99,VENDE Y RENTA CARRITOS DE GOLF PARA HOTELES,LO MISMO QUE ARRIBA,1,99,99,99,99,22,22,22,99,156,NA,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,3,3,4,4,3,4,3,3,2,3,3,3,2,2,1,2,1,1,1,1,1,1,5,2,4,6,6,5,5,5,6,5,6,4,1,3,3,1,3,3,3,4,3,4,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,3,3,4,3,3,99,99,99,99,99,2,BIOLOGIA,2,2,2,2,2,2,2,3,3,3,4,3,3,2,2,2,2,ARQUITECTURA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,15,NA,5240,9501,0.2085347751735916,0.3519512047600428,-0.4183746990822752,NA,NA,3A,NA,35,NA,NA,1.5347776318657016,0.39251703070865807,-0.16599704131546886,0.12867994752862216,1.0641221964800758,3A,12,NA,1.0641221964800758,1.0641221964800758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,PAPER,NA,MX-QUI-0036,15119,NA,NA,6/5/2018,2,1,10,4,2004,2,6,1,1,NA,FISICOTERAPEUTA,CURA DOLORES MUSCULARES,1,1,1,99,99,CONTADURIA,DIRECTOR ADMINISTRATIVO,1,1,1,99,99,23,7,12,99,156,NA,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,1,3,3,4,2,2,2,2,2,3,2,1,3,2,1,6,3,4,6,4,2,5,3,6,6,6,4,3,3,2,1,3,3,3,4,4,4,2,3,3,2,3,2,3,4,3,3,1,1,3,2,1,4,3,4,4,4,1,99,2,2,1,2,Biologia,2,1,1,1,1,1,3,2,3,4,4,3,4,2,2,2,2,EMPRESARIO,4,2,3,4,4,3,2,3,3,4,3,4,3,2,2,3,2,NA,NA,NA,NA,NA,15,NA,2411,3255,0.49879701408007915,1.2660917358460213,-0.06708376215696651,NA,NA,6,NA,66,NA,NA,-0.3551011698981513,0.39251703070865807,-0.48049655321924223,1.2040564870768893,-0.4764365886525934,6,16,NA,-0.4764365886525934,-0.4764365886525934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,PAPER,NA,MX-COA-0012,13073,NA,NA,6/1/2018,2,1,14,04,2004,2,6,1,1,NA,CONTADORA,"HACE CUENTAS, PREPARA DOCUMENTOS",1,99,99,99,99,INGENIERO CIVIL,"DISEÑA CASAS, SUPERVISA LAS CONSTRUCCIONES, CONSIGUE MATERIAL",1,2,1,2,2,8,7,7,99,156,NA,1,2,1,1,2,1,1,2,1,1,2,1,1,1,1,2,4,4,3,4,4,2,1,4,4,1,4,1,1,2,1,1,1,1,1,1,1,1,6,3,6,6,4,4,6,4,6,6,5,4,4,3,4,3,3,3,4,3,3,2,1,2,2,1,1,1,1,2,1,1,1,3,2,1,1,3,3,3,4,3,1,99,2,2,1,2,BIOLOGIA,2,1,1,1,1,1,2,2,3,4,4,3,3,1,1,1,2,MEDICO DENTISTA O CIRUJANO PLASTICO,4,3,4,4,4,4,3,4,3,4,2,3,3,1,1,1,1,NA,NA,NA,NA,NA,15,NA,2142,2411,0.2085347751735916,0.3519512047600428,-0.22162860913354573,NA,NA,5B,NA,76,NA,NA,1.5347776318657016,1.3358230145684036,0.5699333141635577,1.487287493761061,1.4396447754851474,3A,14,NA,1.4396447754851474,1.4396447754851474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,PAPER,NA,MX-BCN-0028,33734,NA,NA,5/30/2018,3,1,15,07,2003,2,6,3,3,NA,ES SECRETARIO DE ENRIQUE PEÑANIETO,ORGANIZA DOCUMENTOS,1,1,99,99,99,ES EL MAS BUSCADO,DIRIJE UNA ORGANIZACION,1,1,1,99,99,3,3,3,99,451,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,99,99,99,99,99,4,99,99,6,1,1,1,1,4,4,4,4,4,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,4,4,4,4,4,4,4,4,4,1,1,1,1,4,4,4,4,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,Biologia,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,99,1,1,1,1,2,2,1,1,2,1,2,1,1,1,2,1,1,NA,NA,NA,NA,NA,15,NA,1120,4110,1.8695840304605646,-1.2149299274748826,-2.279090173582479,NA,NA,6,NA,70,NA,NA,0.4510999973131331,1.3358230145684036,-0.7822310411422729,3.2190875504314875,-3.060592088673078,6,16,NA,-3.060592088673078,-3.060592088673078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,PAPER,NA,MX-QUI-0036,15170,NA,NA,6/5/2018,3,1,16,05,2002,1,7,1,99,NA,AMA DE CASA,SE OCUPA DEL HOGAR,1,99,99,99,1,CONTADOR PUBLICO,SE ENCARGA DE FINANZAS,1,99,1,99,99,23,31,16,99,156,NA,1,1,1,1,2,1,2,2,1,2,2,1,2,1,1,1,4,4,4,4,3,4,1,2,2,1,3,3,2,3,2,3,3,3,1,3,1,1,3,3,5,5,6,6,3,1,3,4,6,2,1,1,1,2,3,3,3,2,3,4,3,4,4,4,4,4,3,3,1,4,1,3,3,3,1,3,3,3,3,3,2,1,2,2,1,2,BIOLOGIA,3,3,2,2,3,2,2,3,3,3,2,3,3,4,3,3,3,RELACIONES INTERNACIONALES,2,2,1,3,2,2,2,3,4,2,3,1,3,2,3,3,3,NA,NA,NA,NA,NA,16,NA,2411,9501,-0.3102627601676448,0.025726774965539292,-0.9180414323968771,NA,NA,5B,NA,66,NA,NA,-1.5455011638838132,-1.0801243786511212,-0.6323595978302774,-0.39813172653339074,-1.2276925489652406,4,14,NA,-1.2276925489652406,-1.2276925489652406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,PAPER,NA,MX-COA-0040,12930,NA,NA,6/6/2018,3,1,16,11,2002,2,6,1,1,NA,DOCTORA,"AYUDANTE DE DOCTOR, DOCTOR PARTICULAR",1,1,1,2,2,DOCTOR,TRAUMATOLOGO ESPECIALIZADO EN CIRUGIA DE MANO,1,1,1,2,2,8,8,7,99,156,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,4,4,4,4,4,4,1,4,3,4,4,2,1,1,1,1,2,1,4,4,4,3,5,3,5,3,3,3,4,2,3,5,4,4,4,4,4,4,3,3,3,4,4,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,2,1,2,2,1,2,BIOLOGIA,1,1,1,2,1,1,1,1,4,3,4,4,4,1,1,1,1,DOCTOR,4,3,4,4,4,4,3,3,3,3,3,3,3,1,1,1,1,NA,NA,NA,NA,NA,16,NA,2212,2210,0.49879701408007915,1.843687335263907,0.06993274275571477,NA,NA,6,NA,89,NA,NA,0.044455419096078946,1.7631673334043416,-0.16599704131546886,2.3029595383588046,1.4396447754851474,6,16,NA,1.4396447754851474,1.4396447754851474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,PAPER,NA,MX-QUI-0036,15120,NA,NA,6/5/2018,2,1,23,05,2003,2,7,1,1,NA,TRABAJA COMO CONDUCTORA EN CANAL 10,CONDUCE UN PROGRAMA DE TELEVISION,1,1,1,99,99,NO TENGO PAPA,NO TENGO NI IDEA DE LO QUE HA SIDO DE MI PAPA DURANTE LOS ANTERIORES 15 AÑOS,99,99,99,99,99,11,7,99,99,156,NA,1,1,1,1,2,1,1,2,1,2,1,1,1,1,1,2,4,3,4,4,2,3,2,2,3,2,4,2,1,99,99,99,99,99,1,1,1,1,3,5,4,3,5,6,5,2,6,4,6,2,3,2,3,1,3,2,2,3,3,2,1,2,2,1,1,1,1,1,1,1,2,1,2,1,3,2,2,4,4,4,1,99,2,1,2,1,BIOLOGIA,3,2,1,1,1,2,3,3,3,4,2,4,3,1,2,2,2,99,3,2,4,3,4,3,4,4,3,4,3,3,3,1,2,2,1,NA,NA,NA,NA,NA,15,NA,9997,2656,-0.5208678398858709,0.3519512047600428,-0.4831532675806575,NA,NA,NA,NA,47,NA,NA,1.5347776318657016,0.8008954075688883,0.5699333141635577,0.318194279515603,NA,6,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,PAPER,NA,MX-CMX-0052,36132,NA,NA,6/11/2018,2,1,25,03,2004,1,13,1,1,NA,TIENE SU EMPRESA,DIRIJE,99,99,99,99,99,99,DIRIGE,99,99,99,99,99,7,7,20,99,156,NA,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,4,2,4,4,3,4,99,3,3,2,3,4,3,2,1,1,3,1,1,3,1,1,3,4,3,1,3,4,3,4,4,5,3,3,1,3,4,3,3,3,4,3,2,4,2,3,2,2,3,2,3,2,2,2,2,2,2,2,2,3,3,3,3,3,1,99,99,1,1,99,biologia,2,2,2,2,2,2,2,2,1,1,1,1,1,4,4,4,4,99,4,4,4,4,4,4,4,99,99,99,99,99,99,99,99,99,99,NA,NA,NA,NA,NA,15,NA,9997,1120,-0.06540760844416826,0.025726774965539292,-2.279090173582479,NA,NA,NA,NA,70,NA,NA,-0.3551011698981513,-1.9996357126779445,-0.16599704131546886,0.318194279515603,0.7395662698636141,NA,NA,NA,0.7395662698636141,0.7395662698636141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,PAPER,NA,MX-QTO-0010,4178,NA,NA,6/7/2018,2,1,26,09,2003,2,6,1,1,NA,AMA DE CASA,SE OCUPA DEL HOGAR,1,2,1,1,1,"TIENE UNA EMPRESA LLAMADA ""CONSTRUMATERIALES LOMA LINDA""",ES EL DUEÑO,1,2,1,2,2,22,11,7,99,156,NA,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,4,4,4,4,4,3,2,2,3,2,3,3,2,2,2,2,2,4,4,4,4,4,4,3,4,3,4,3,3,4,4,3,4,2,2,2,2,2,4,4,4,4,4,4,2,4,4,2,3,2,3,3,2,2,2,3,3,3,2,4,4,4,4,4,1,99,2,99,1,99,Biologia,3,3,4,3,4,3,2,4,4,3,4,4,4,2,3,2,4,EMPRESARIO,2,1,3,3,2,2,2,3,3,3,3,3,3,2,3,2,3,NA,NA,NA,NA,NA,15,NA,1120,9501,1.8695840304605646,1.843687335263907,0.06993274275571477,NA,NA,5B,NA,70,NA,NA,-0.3551011698981513,-0.5151719114584139,-0.7822310411422729,-1.4252430395447206,-0.7765323766708612,5B,14,NA,-0.7765323766708612,-0.7765323766708612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,PAPER,NA,MX-MIC-0001,1331,NA,NA,5/29/2018,3,1,27,05,2003,1,6,1,1,NA,CONTADORA,AMA DE CASA,1,2,1,2,2,AGUACATERO,TIENE HUERTAS,1,2,2,2,2,16,26,16,99,156,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,3,2,3,1,4,4,2,1,2,2,3,2,3,1,1,1,1,3,4,3,5,6,4,5,3,4,6,6,3,1,2,2,3,3,1,1,2,1,3,1,2,2,1,2,2,2,4,3,3,2,2,2,2,2,3,2,1,3,3,2,1,2,99,99,99,biologia,2,1,1,2,1,1,3,2,2,1,1,3,3,3,3,2,3,EMPRESARIO,2,3,2,2,1,2,1,4,3,4,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,15,NA,1311,9501,-1.3965386140024652,-0.7786299180722138,-1.472236446226432,NA,NA,3A,NA,60,NA,NA,0.7464998834202858,-0.5151719114584139,-0.7822310411422729,0.9552491338359298,-0.7765323766708612,5B,14,NA,-0.7765323766708612,-0.7765323766708612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,PAPER,NA,MX-CMX-0002,7243,NA,NA,6/12/2018,3,1,29,09,2002,2,7,2,99,NA,"DOCTORA, SIRUJANA",ORTOPEDISTA PEDIATRA EN TRAUMAS,1,1,1,1,1,DOCTOR.,ANESTECEÓLOGO,1,1,1,1,1,7,25,5,99,156,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,3,4,2,3,3,3,2,1,2,1,2,3,2,2,1,3,1,3,6,2,6,6,6,1,1,1,4,6,6,1,2,3,1,1,1,1,1,1,1,4,2,4,4,1,3,1,2,3,2,4,1,1,2,2,2,1,1,1,1,1,1,1,2,2,1,2,Biologia,1,1,1,1,1,2,1,1,1,1,1,1,1,4,3,2,3,DISEÑADOR INDUSTRIAL DISEÑADOR GRAFICO,4,4,4,4,1,2,2,4,4,4,4,1,4,1,1,1,1,NA,NA,NA,NA,NA,16,NA,2212,2210,-2.5029968713865625,-2.818226805956683,-2.279090173582479,NA,NA,6,NA,89,NA,NA,0.7464998834202858,-0.7990904931401737,-0.3255016542737958,2.3029595383588046,-0.05335962664536013,6,16,NA,-0.05335962664536013,-0.05335962664536013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,PAPER,NA,MX-SON-0035,7778,NA,NA,5/29/2018,2,1,29,10,2003,2,5,2,1,NA,COACH FITNESS,COACH DE EJERCICIOS MULTIPLES,1,2,2,1,1,INGENIERO CONTRATISTA,CONSTRUCCIONES,2,2,2,2,1,26,26,26,99,156,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,2,4,4,4,1,4,2,2,4,2,2,1,1,2,1,1,1,1,1,1,6,6,5,4,3,5,4,3,6,6,4,2,1,2,2,3,3,3,4,3,3,2,2,3,3,2,2,3,2,3,3,3,3,4,4,4,1,4,4,3,4,4,1,99,2,1,99,2,BIOLOGIA,3,2,1,1,1,1,2,4,3,4,4,4,4,1,1,1,1,DOCTORADO,4,3,4,4,4,4,4,4,3,4,4,4,4,4,3,2,2,NA,NA,NA,NA,NA,15,NA,1323,3422,0.2085347751735916,1.2660917358460213,0.062063895051716736,NA,NA,4,NA,59,NA,NA,-0.3551011698981513,1.7631673334043416,-1.5440284360650487,0.5173866602591232,1.4396447754851474,4,12,NA,1.4396447754851474,1.4396447754851474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,PAPER,NA,MX-QUI-0036,15098,NA,NA,6/5/2018,2,1,3,9,2003,1,7,2,1,NA,MASAJISTA QUIROFÍSICA,DA MASAJES O TERRAPIAS FÍSICAS,2,2,99,2,99,VENDEDOR/CERRADOR EN MARKETING DE HOTELES,VENDE VACACIONES,1,1,1,99,99,22,21,7,99,156,NA,1,1,1,2,2,1,1,2,1,1,2,1,2,1,1,1,4,3,4,4,2,4,1,1,3,2,3,2,2,2,2,2,3,2,1,1,1,1,5,4,4,6,6,4,2,2,4,6,6,4,4,5,3,3,2,2,3,3,3,3,3,3,3,2,2,3,2,2,2,3,2,3,4,3,2,4,3,4,3,4,1,99,2,99,1,2,Biología,2,2,2,3,1,4,3,3,3,2,3,3,3,2,2,1,2,"NO SÉ PERO QUE TENGA ALGO QUE VER CON SOCIALES, AMBIENTALES, ARTE",2,2,3,3,2,2,2,4,2,4,4,3,3,2,2,3,2,NA,NA,NA,NA,NA,15,NA,5242,2264,-0.5208678398858709,0.9300612916084376,-0.9250711527726909,NA,NA,6,NA,55,NA,NA,-0.6272914219383068,0.8008954075688883,-0.931178688223806,-0.39813172653339074,-0.4764365886525934,3B,16,NA,-0.4764365886525934,-0.4764365886525934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
